Open,High,Volume,Low,Close,Profit,id,MACD,CCI,OBV,RSI
19.345,19.345,50.0,19.345,19.345,0.0,804.0,0.46024346,47.01544,22020.0,22.447056
17.0,17.0,0.0,17.0,17.0,0.0,825.0,-0.40247175,2.3425882,19551.0,60.583965
16.64,16.64,0.0,16.64,16.64,0.0,828.0,-0.40997702,-30.232615,19551.0,28.260809
16.4,16.4,510.0,15.894,15.894,1.0,831.0,-0.41281357,-115.233986,19041.0,23.12678
15.273,15.273,112.0,15.254,15.254,1.0,835.0,-0.5567913,-114.69361,18929.0,0.0
15.03,15.03,0.0,15.03,15.03,1.0,843.0,-0.48083404,-79.499954,18929.0,0.0
14.804,14.804,0.0,14.804,14.804,0.0,863.0,-0.22566664,18.798063,21096.0,35.959858
15.864,15.864,0.0,15.864,15.864,1.0,875.0,0.17092942,74.68319,21231.0,33.333332
15.147,15.147,0.0,15.147,15.147,0.0,885.0,-0.011932313,-84.140915,20933.0,35.46106
14.839,14.839,0.0,14.839,14.839,0.0,901.0,0.055200383,-21.596586,20133.0,11.562192
14.66,14.66,0.0,14.66,14.66,0.0,904.0,-0.060230784,-61.516014,20133.0,23.442068
13.029,13.029,0.0,13.029,13.029,1.0,923.0,-0.33988824,-157.49185,19533.0,0.0
14.441,14.441,0.0,14.441,14.441,0.0,941.0,0.0909774,67.66601,18233.0,100.0
14.369,14.369,0.0,14.369,14.369,0.0,947.0,0.15603232,10.145881,18386.0,19.685137
15.761,15.88,500.0,15.761,15.88,0.0,956.0,0.37256166,131.16132,19401.0,100.0
15.555,15.555,0.0,15.555,15.555,1.0,957.0,0.3808078,80.67892,19401.0,53.50506
16.261,16.261,0.0,16.261,16.261,1.0,965.0,0.4840726,50.70199,19401.0,50.4142
15.75,15.75,0.0,15.75,15.75,0.0,990.0,-0.15602684,136.97157,19271.0,100.0
15.11,15.11,0.0,15.11,15.11,1.0,996.0,-0.121345066,44.09514,19071.0,81.01505
14.95,14.95,0.0,14.95,14.95,1.0,1018.0,0.008381477,-33.204803,19071.0,50.0
15.036,15.036,0.0,15.036,15.036,0.0,1022.0,-0.0023385296,9.891464,19071.0,100.0
13.842,13.842,0.0,13.842,13.842,1.0,1046.0,-0.16650268,-44.015846,18571.0,77.981705
15.901,15.901,0.0,15.901,15.901,1.0,1104.0,0.22905457,137.7908,18587.0,92.75363
17.256,17.256,0.0,17.256,17.256,1.0,1108.0,0.4703838,139.31235,18657.0,67.7419
17.287,17.287,0.0,17.287,17.287,0.0,1109.0,0.5215814,114.01477,18657.0,100.0
16.204,16.204,0.0,16.204,16.204,0.0,1114.0,0.40626007,-19.5211,21632.0,35.3776
16.179,16.179,0.0,16.179,16.179,1.0,1123.0,0.03202629,4.4565825,21632.0,56.40163
16.456,16.456,0.0,16.456,16.456,1.0,1124.0,0.06349831,48.208122,21632.0,88.27259
17.503,17.503,0.0,17.503,17.503,0.0,1137.0,0.34695694,57.642937,21923.0,32.42285
18.744,18.744,0.0,18.744,18.744,1.0,1163.0,0.28873104,-31.206297,22828.0,49.664356
18.097,18.097,0.0,18.097,18.097,0.0,1166.0,0.15363331,-119.94069,22828.0,13.773895
17.916,17.916,0.0,17.916,17.916,1.0,1170.0,-0.050953425,-85.1687,22828.0,34.44454
17.95,17.95,0.0,17.95,17.95,0.0,1172.0,-0.07470736,-71.068504,22828.0,44.144154
20.573,20.974,86.0,20.573,20.715,0.0,1186.0,0.44410068,114.37295,22742.0,92.66719
21.738,21.738,0.0,21.738,21.738,1.0,1198.0,0.65485877,52.22443,22875.0,82.041695
22.082,22.082,0.0,22.082,22.082,0.0,1199.0,0.6599447,86.0969,22875.0,88.67706
22.772,22.772,0.0,22.772,22.772,1.0,1203.0,0.65643096,129.47359,23150.0,100.0
24.297,24.297,0.0,24.297,24.297,1.0,1217.0,0.564361,81.74257,23652.0,67.2816
27.438,29.656,500.0,27.438,29.656,0.0,1231.0,1.2007662,151.14447,24347.0,78.72458
26.688,26.688,0.0,26.688,26.688,0.0,1244.0,0.54271144,-57.331257,24140.0,41.98317
24.68,24.68,0.0,24.68,24.68,1.0,1246.0,0.20420125,-155.31871,24140.0,0.0
25.537,25.537,0.0,25.537,25.537,0.0,1248.0,0.09681364,-73.79791,24340.0,49.425293
24.981,24.981,0.0,24.981,24.981,1.0,1250.0,-0.0678132,-87.68504,24340.0,0.0
