Date,Open,High,Low,Close,Adj Close,Volume
2017-06-05,24.767,24.767,24.767,24.767,21.887005,0
2017-06-06,24.639,24.639,24.639,24.639,21.773888,0
2017-06-07,25.497999,25.497999,25.497999,25.497999,22.533001,0
2017-06-08,25.83,25.83,25.83,25.83,22.826395,0
2017-06-09,26.365,26.365,26.365,26.365,23.299183,0
2017-06-12,27.062,27.062,26.375999,26.375999,23.308903,150
2017-06-13,26,26,26,26,22.976627,0
2017-06-14,26.290001,26.290001,26.290001,26.290001,23.232904,0
2017-06-15,26,26,26,26,22.976627,0
2017-06-16,26.353001,26.353001,26.353001,26.353001,23.288578,0
2017-06-19,26.891001,27.354,26.891001,27.354,24.173178,100
2017-06-20,27.358,27.358,27.358,27.358,24.176714,0
2017-06-21,27.472,27.472,27.472,27.472,24.277456,0
2017-06-22,27.871,27.871,27.871,27.871,24.63006,0
2017-06-23,27.531,27.531,27.531,27.531,24.329596,0
2017-06-26,27.605,28.343,27.605,28.343,25.047174,300
2017-06-27,28.343,28.343,28.343,28.343,25.047174,0
2017-06-28,26.521,26.773001,26.521,26.773001,23.65974,200
2017-06-29,26.211,26.211,26.211,26.211,23.163092,0
2017-06-30,26.636,26.636,26.636,26.636,23.53867,0
2017-07-03,26.323,26.323,26.323,26.323,23.262068,0
2017-07-04,25.759001,25.759001,25.759001,25.759001,22.763651,0
2017-07-05,25.952,25.952,25.952,25.952,22.934208,0
2017-07-06,26.264,26.264,26.264,26.264,23.209929,0
2017-07-07,25.771999,25.771999,25.771999,25.771999,22.775139,0
2017-07-10,25.900999,25.900999,25.900999,25.900999,22.889137,0
2017-07-11,26.076,26.076,26.076,26.076,23.043789,0
2017-07-12,25.799,25.799,25.799,25.799,22.799,0
2017-07-13,26.323999,26.323999,26.323999,26.323999,26.323999,0
2017-07-14,26.034,26.034,26.034,26.034,26.034,0
2017-07-17,26.561001,26.561001,26.561001,26.561001,26.561001,0
2017-07-18,26.329,26.329,26.329,26.329,26.329,0
2017-07-19,26.16,26.16,26.16,26.16,26.16,0
2017-07-20,25.958,25.958,25.958,25.958,25.958,0
2017-07-21,25.732,25.732,25.604,25.604,25.604,100
2017-07-24,24.594999,24.594999,24.594999,24.594999,24.594999,0
2017-07-25,24.472,24.472,24.472,24.472,24.472,0
2017-07-26,24.402,24.402,24.402,24.402,24.402,0
2017-07-27,25.198999,25.198999,25.198999,25.198999,25.198999,0
2017-07-28,24.558001,24.791,24.558001,24.791,24.791,400
2017-07-31,24.545,24.545,24.545,24.545,24.545,0
2017-08-01,24.624001,24.624001,24.624001,24.624001,24.624001,0
2017-08-02,24.822001,24.822001,24.822001,24.822001,24.822001,0
2017-08-03,24.756001,24.756001,24.756001,24.756001,24.756001,0
2017-08-04,24.804001,24.804001,24.804001,24.804001,24.804001,0
2017-08-07,24.700001,24.700001,24.700001,24.700001,24.700001,0
2017-08-08,24.517,24.517,24.517,24.517,24.517,0
2017-08-09,24.936001,24.936001,24.936001,24.936001,24.936001,0
2017-08-10,24.671,24.671,24.671,24.671,24.671,0
2017-08-11,24.68,24.68,24.68,24.68,24.68,0
2017-08-14,24.490999,24.490999,24.490999,24.490999,24.490999,0
2017-08-15,24.743999,24.743999,24.743999,24.743999,24.743999,0
2017-08-16,24.459,24.459,24.459,24.459,24.459,0
2017-08-17,24.98,24.98,24.98,24.98,24.98,0
2017-08-18,24.444,24.444,24.444,24.444,24.444,0
2017-08-21,25.01,25.01,25.01,25.01,25.01,0
2017-08-22,24.896,24.896,24.896,24.896,24.896,0
2017-08-23,25.011999,25.011999,25.011999,25.011999,25.011999,0
2017-08-24,25.018999,26.545,25.018999,26.545,26.545,400
2017-08-25,26.540001,26.540001,26.540001,26.540001,26.540001,76
2017-08-28,26.889999,26.889999,26.889999,26.889999,26.889999,0
2017-08-29,28.098,28.1,28.098,28.1,28.1,400
2017-08-30,27.372999,27.372999,27.372999,27.372999,27.372999,0
2017-08-31,27.636999,27.636999,27.636999,27.636999,27.636999,0
2017-09-01,27.330999,27.330999,27.330999,27.330999,27.330999,0
2017-09-04,27.417999,27.417999,27.417999,27.417999,27.417999,0
2017-09-05,27.65,28.094999,27.65,28.094999,28.094999,4
2017-09-06,27.65,27.82,27.65,27.65,27.65,300
2017-09-07,27.469,27.469,27.469,27.469,27.469,0
2017-09-08,27.704,27.704,27.704,27.704,27.704,0
2017-09-11,27.813,27.813,27.813,27.813,27.813,0
2017-09-12,29.283001,29.283001,29.283001,29.283001,29.283001,0
2017-09-13,29.195,29.195,29.195,29.195,29.195,0
2017-09-14,28.914,28.914,28.914,28.914,28.914,0
2017-09-15,29.087,29.764999,29.087,29.764999,29.764999,25
2017-09-18,28.934,28.934,28.934,28.934,28.934,0
2017-09-19,29.15,29.15,29.15,29.15,29.15,0
2017-09-20,28.990999,28.990999,28.990999,28.990999,28.990999,0
2017-09-21,28.951,28.951,27.992001,28.5,28.5,400
2017-09-22,27.892,27.892,27.892,27.892,27.892,0
2017-09-25,27.707001,27.707001,27.707001,27.707001,27.707001,0
2017-09-26,27.601,27.601,27.601,27.601,27.601,0
2017-09-27,28.223,28.223,28.223,28.223,28.223,0
2017-09-28,27.747,28.131001,27.747,28.131001,28.131001,100
2017-09-29,27.877001,27.877001,27.877001,27.877001,27.877001,0
2017-10-02,28.025,28.025,28.025,28.025,28.025,0
2017-10-03,28.025,28.025,28.025,28.025,28.025,0
2017-10-04,28.857,28.857,28.857,28.857,28.857,0
2017-10-05,28.799999,29.125999,28.799999,29.125999,29.125999,40
2017-10-06,null,null,null,null,null,null
2017-10-09,30.114,30.114,30.114,30.114,30.114,0
2017-10-10,30.084999,30.084999,30.084999,30.084999,30.084999,0
2017-10-11,30.405001,30.405001,30.405001,30.405001,30.405001,0
2017-10-12,30.99,30.99,30.99,30.99,30.99,0
2017-10-13,30.231001,30.231001,30.231001,30.231001,30.231001,0
2017-10-16,30.695,30.695,30.695,30.695,30.695,0
2017-10-17,30.493999,30.493999,30.493999,30.493999,30.493999,0
2017-10-18,30.504999,30.504999,30.504999,30.504999,30.504999,0
2017-10-19,30.357,30.357,28.948,28.948,28.948,6
2017-10-20,28.351,28.351,28.351,28.351,28.351,0
2017-10-23,28.143,29.587,28.143,29.587,29.587,100
2017-10-24,28.879999,28.879999,28.879999,28.879999,28.879999,0
2017-10-25,28.580999,28.580999,28.580999,28.580999,28.580999,0
2017-10-26,29.107,29.107,29.107,29.107,29.107,0
2017-10-27,29.403999,29.403999,29.403999,29.403999,29.403999,0
